<<<<<<< HEAD
txn_id,user_id,gateway,payment_type,region,device,amount,status,status_encoded,is_fraud,latency_ms,retry_count,timestamp,hour,day_of_week,month
T03918,U7196,Razorpay,Netbanking,West,Desktop,1150.6,Success,1,0,370.55,0,2025-06-15 19:46:00,19,Sunday,6
T38478,U4621,Cashfree,Credit Card,North,iOS,5036.33,Success,1,0,498.71,0,2025-05-15 11:08:57,11,Thursday,5
T21123,U7885,Cashfree,Netbanking,West,Android,2441.49,Success,1,0,169.65,0,2025-03-17 19:52:52,19,Monday,3
T49717,U8071,Stripe,Credit Card,South,Android,4290.4,Success,1,0,242.39,0,2025-03-14 02:24:00,2,Friday,3
T42294,U6810,Cashfree,Debit Card,South,Android,5713.46,Success,1,0,559.44,0,2025-06-05 10:28:18,10,Thursday,6
T47609,U5850,Stripe,Debit Card,South,Desktop,4824.46,Success,1,0,251.69,0,2025-02-20 08:14:34,8,Thursday,2
T11076,U2604,Razorpay,Wallet,East,iOS,5437.66,Success,1,0,344.03,0,2025-05-25 03:01:44,3,Sunday,5
T41514,U6641,Stripe,Wallet,East,iOS,5841.98,Success,1,0,217.24,0,2025-04-11 02:41:08,2,Friday,4
T22062,U4806,PayU,UPI,West,Desktop,6415.02,Success,1,0,444.0,0,2025-02-09 11:50:00,11,Sunday,2
T09413,U9301,Razorpay,Credit Card,East,iOS,6692.01,Success,1,0,220.24,0,2025-05-10 06:42:39,6,Saturday,5
T38340,U3045,PayU,Netbanking,North,Android,7809.61,Success,1,0,511.48,0,2025-05-02 09:10:47,9,Friday,5
T30263,U8513,PayU,UPI,South,Android,4193.08,Success,1,0,297.84,0,2025-05-30 04:54:25,4,Friday,5
T41252,U3527,Stripe,Wallet,West,Desktop,6180.83,Failed,0,0,103.41,1,2025-05-28 11:01:34,11,Wednesday,5
T14644,U2802,Cashfree,Wallet,South,Desktop,5974.53,Success,1,0,364.64,0,2025-06-16 12:18:52,12,Monday,6
T26335,U7425,Stripe,UPI,West,Desktop,7430.34,Success,1,0,460.34,0,2025-05-09 11:23:46,11,Friday,5
T28102,U6602,Razorpay,UPI,North,iOS,4076.9,Failed,0,1,402.81,0,2025-04-26 08:31:26,8,Saturday,4
T17523,U2396,Cashfree,Credit Card,North,iOS,8587.38,Success,1,0,342.59,0,2025-03-28 12:14:01,12,Friday,3
T24712,U2951,Stripe,Debit Card,South,Android,3810.87,Failed,0,1,520.25,1,2025-02-03 17:58:58,17,Monday,2
T40485,U5842,Cashfree,Credit Card,South,Desktop,3609.61,Success,1,0,458.36,0,2025-02-11 16:15:23,16,Tuesday,2
T03850,U2944,Razorpay,Wallet,South,Android,1764.66,Failed,0,1,310.66,1,2025-06-17 23:10:59,23,Tuesday,6
T40040,U3243,Razorpay,Wallet,South,Desktop,3119.03,Success,1,0,449.16,0,2025-02-19 21:37:39,21,Wednesday,2
T15267,U8330,PayU,UPI,North,Android,8944.28,Success,1,0,472.75,0,2025-01-30 13:47:19,13,Thursday,1
T49146,U9665,PayU,Debit Card,East,Android,7957.74,Success,1,0,254.13,0,2025-07-02 20:43:07,20,Wednesday,7
T30001,U7800,Stripe,Debit Card,East,Android,817.85,Success,1,0,456.92,0,2025-06-16 03:31:18,3,Monday,6
T45926,U9550,PayU,UPI,South,iOS,6926.01,Success,1,0,259.67,0,2025-07-08 00:34:38,0,Tuesday,7
T43824,U9221,Razorpay,UPI,East,iOS,8571.69,Success,1,0,411.53,0,2025-05-25 01:19:18,1,Sunday,5
T17240,U2765,Stripe,Netbanking,West,Android,4506.61,Success,1,0,378.45,0,2025-05-13 13:10:01,13,Tuesday,5
T04892,U4788,PayU,Wallet,East,Android,8320.63,Success,1,0,381.26,0,2025-03-03 09:14:25,9,Monday,3
T00725,U9240,PayU,Debit Card,South,Desktop,7624.95,Success,1,0,363.65,0,2025-02-13 23:54:09,23,Thursday,2
T22949,U1543,PayU,Debit Card,East,iOS,606.3,Success,1,0,527.61,0,2025-04-27 01:14:22,1,Sunday,4
T34657,U7085,Razorpay,Debit Card,North,iOS,8330.1,Success,1,0,477.02,0,2025-07-19 15:58:00,15,Saturday,7
T37213,U7839,PayU,UPI,South,Android,3576.86,Success,1,0,419.65,0,2025-04-17 23:04:30,23,Thursday,4
T20304,U6871,Stripe,Credit Card,North,iOS,9818.58,Success,1,0,272.72,0,2025-05-25 05:51:03,5,Sunday,5
T15269,U2024,PayU,Netbanking,North,iOS,8739.16,Failed,0,1,327.04,1,2025-07-18 02:13:57,2,Friday,7
T22367,U9653,Razorpay,Credit Card,South,Android,4030.16,Success,1,0,582.63,0,2025-04-19 23:20:47,23,Saturday,4
T42684,U6428,Stripe,Netbanking,North,Desktop,8346.04,Success,1,0,232.75,0,2025-05-13 07:41:52,7,Tuesday,5
T46734,U8298,Cashfree,Wallet,South,iOS,8557.49,Success,1,0,490.74,0,2025-07-18 02:37:20,2,Friday,7
T11732,U5723,Cashfree,Netbanking,East,Desktop,3111.21,Success,1,0,566.7,0,2025-02-18 00:12:12,0,Tuesday,2
T18619,U7443,PayU,Wallet,South,Desktop,975.98,Success,1,0,301.95,0,2025-06-05 08:47:57,8,Thursday,6
T48492,U6817,Stripe,UPI,South,iOS,4564.39,Failed,0,1,528.88,1,2025-02-27 19:27:15,19,Thursday,2
T26803,U2231,PayU,Credit Card,East,iOS,1786.7,Success,1,0,382.72,0,2025-05-04 18:23:25,18,Sunday,5
T44305,U8426,Stripe,UPI,North,Desktop,165.78,Success,1,0,215.23,0,2025-07-18 06:08:15,6,Friday,7
T47522,U6865,Cashfree,UPI,East,Desktop,4404.3,Success,1,0,327.59,0,2025-06-30 11:09:23,11,Monday,6
T32207,U8925,Razorpay,Netbanking,South,Desktop,7164.54,Success,1,0,442.02,0,2025-07-05 22:18:13,22,Saturday,7
T02530,U4417,Razorpay,Debit Card,South,iOS,119.18,Success,1,0,403.1,0,2025-05-13 09:32:02,9,Tuesday,5
T17746,U3907,Stripe,Credit Card,East,Desktop,298.98,Success,1,0,285.44,0,2025-04-24 23:00:44,23,Thursday,4
T08270,U4156,PayU,Debit Card,West,iOS,1691.48,Failed,0,0,404.89,1,2025-04-21 00:50:40,0,Monday,4
T15079,U4843,PayU,Credit Card,West,iOS,6644.61,Failed,0,0,311.72,0,2025-04-18 10:28:59,10,Friday,4
T13624,U4113,Cashfree,Credit Card,East,Android,410.1,Success,1,0,425.83,0,2025-01-27 10:41:39,10,Monday,1
T30638,U8402,PayU,Credit Card,South,Desktop,3293.01,Success,1,0,360.48,0,2025-01-25 06:51:12,6,Saturday,1
T30440,U6539,PayU,Credit Card,West,iOS,7154.45,Success,1,0,183.45,0,2025-05-14 02:45:06,2,Wednesday,5
T36056,U8026,PayU,Netbanking,North,iOS,576.64,Success,1,0,460.8,0,2025-06-09 15:44:40,15,Monday,6
T42651,U3979,Stripe,Netbanking,East,Desktop,3135.49,Success,1,0,355.02,0,2025-06-08 21:09:33,21,Sunday,6
T36803,U6373,Razorpay,Wallet,East,iOS,3429.76,Success,1,0,402.59,0,2025-06-01 00:15:08,0,Sunday,6
T48224,U4150,Razorpay,UPI,East,iOS,5029.67,Success,1,0,410.26,0,2025-06-17 10:52:36,10,Tuesday,6
T29226,U6956,Razorpay,Debit Card,West,iOS,8793.32,Success,1,0,50.0,0,2025-02-23 17:27:21,17,Sunday,2
T05633,U4747,Cashfree,UPI,North,iOS,8286.21,Success,1,0,483.1,0,2025-07-05 20:41:29,20,Saturday,7
T05987,U9422,Cashfree,Debit Card,East,Android,3996.94,Success,1,0,475.93,0,2025-02-21 20:07:57,20,Friday,2
T48063,U7970,Razorpay,Netbanking,West,iOS,2262.19,Success,1,0,365.64,0,2025-03-06 08:27:17,8,Thursday,3
T01812,U3588,Razorpay,Netbanking,South,Android,8121.73,Success,1,0,313.87,0,2025-06-05 05:13:21,5,Thursday,6
T27578,U6812,Cashfree,Credit Card,East,Android,9304.45,Failed,0,0,293.09,0,2025-04-22 05:35:16,5,Tuesday,4
T16823,U1806,PayU,UPI,North,iOS,9631.47,Success,1,0,524.4,0,2025-01-25 05:21:38,5,Saturday,1
T03928,U2605,Razorpay,UPI,West,Desktop,1428.48,Success,1,0,451.59,0,2025-05-27 09:48:51,9,Tuesday,5
T37286,U9107,Cashfree,Wallet,East,iOS,6182.38,Success,1,0,338.93,0,2025-07-13 04:07:38,4,Sunday,7
T25045,U9335,Stripe,Wallet,North,iOS,9479.26,Success,1,0,338.06,0,2025-06-07 15:50:19,15,Saturday,6
T15727,U4479,Razorpay,Debit Card,North,Android,1964.9,Success,1,0,313.53,0,2025-06-07 14:52:28,14,Saturday,6
T29600,U4743,Cashfree,Debit Card,South,iOS,5329.46,Success,1,0,390.58,0,2025-02-05 12:35:55,12,Wednesday,2
T10430,U4300,Razorpay,Credit Card,West,Desktop,765.07,Success,1,0,331.25,0,2025-03-07 18:56:46,18,Friday,3
T25768,U4172,PayU,UPI,East,Desktop,4293.89,Success,1,0,179.04,0,2025-02-14 16:44:46,16,Friday,2
T29103,U1300,Razorpay,Wallet,East,Android,5858.34,Success,1,0,386.86,0,2025-04-14 09:44:57,9,Monday,4
T36537,U1138,Stripe,Netbanking,South,iOS,1691.9,Success,1,0,249.55,0,2025-07-02 02:52:23,2,Wednesday,7
T39328,U1138,Cashfree,Credit Card,North,Android,8082.23,Success,1,0,454.24,0,2025-07-02 03:18:09,3,Wednesday,7
T35539,U7380,Stripe,UPI,West,Android,9985.61,Success,1,0,191.51,0,2025-07-08 19:34:21,19,Tuesday,7
T28075,U2636,PayU,Debit Card,South,iOS,7170.44,Success,1,0,492.35,0,2025-03-05 13:54:10,13,Wednesday,3
T17840,U3444,PayU,Wallet,North,Android,8302.7,Failed,0,0,197.54,0,2025-05-18 17:17:57,17,Sunday,5
T27802,U3291,PayU,Debit Card,South,iOS,7819.77,Success,1,0,369.46,0,2025-03-28 20:38:00,20,Friday,3
T07682,U1962,Stripe,Debit Card,South,Android,3859.93,Failed,0,0,351.92,2,2025-05-06 18:07:49,18,Tuesday,5
T24279,U9212,Razorpay,Wallet,West,Android,9457.03,Success,1,0,447.36,0,2025-07-16 11:03:42,11,Wednesday,7
T33070,U6699,Razorpay,Credit Card,South,Desktop,6865.02,Success,1,0,458.23,0,2025-06-22 00:55:53,0,Sunday,6
T35557,U8248,Razorpay,Debit Card,South,Android,5807.02,Success,1,0,452.27,0,2025-05-04 13:55:36,13,Sunday,5
T37189,U3622,Stripe,Credit Card,North,Desktop,9528.91,Success,1,0,328.46,0,2025-06-14 00:56:27,0,Saturday,6
T47149,U9215,Stripe,UPI,West,Android,2338.4,Success,1,0,290.64,0,2025-03-18 14:45:59,14,Tuesday,3
T46915,U8390,Stripe,Netbanking,North,iOS,4232.84,Success,1,0,276.17,0,2025-03-02 07:40:08,7,Sunday,3
T09801,U8618,Stripe,UPI,East,Desktop,8495.35,Success,1,0,554.77,0,2025-06-16 05:26:30,5,Monday,6
T38800,U2548,Cashfree,Wallet,West,Android,7057.24,Success,1,0,409.06,0,2025-07-02 19:59:34,19,Wednesday,7
T24669,U8479,Razorpay,Credit Card,North,Desktop,5026.19,Failed,0,0,457.53,0,2025-03-27 07:04:00,7,Thursday,3
T44233,U7252,PayU,Debit Card,East,iOS,6948.49,Failed,0,0,353.53,1,2025-04-11 07:09:25,7,Friday,4
T31919,U9981,PayU,UPI,West,iOS,7493.53,Success,1,0,304.97,0,2025-04-15 16:54:30,16,Tuesday,4
T07134,U6671,Stripe,Debit Card,North,Desktop,4869.12,Failed,0,0,501.13,0,2025-04-10 08:22:49,8,Thursday,4
T33704,U4885,PayU,Credit Card,East,iOS,9966.73,Success,1,0,284.97,0,2025-06-20 10:34:46,10,Friday,6
T29660,U6269,Stripe,Debit Card,South,Desktop,7092.52,Success,1,0,442.26,0,2025-01-31 02:28:21,2,Friday,1
T17893,U8079,Stripe,UPI,North,Android,635.86,Failed,0,0,261.87,1,2025-02-11 15:28:38,15,Tuesday,2
T22018,U5352,PayU,Wallet,West,iOS,9615.87,Success,1,0,296.79,0,2025-07-15 15:08:37,15,Tuesday,7
T13538,U5569,Cashfree,Wallet,East,Desktop,1805.03,Success,1,0,210.5,0,2025-02-21 23:19:23,23,Friday,2
T43118,U2121,PayU,Netbanking,East,Desktop,1889.18,Success,1,0,413.54,0,2025-01-30 03:09:16,3,Thursday,1
T36420,U6851,Razorpay,Netbanking,North,Android,7594.52,Failed,0,0,335.19,1,2025-04-15 15:44:23,15,Tuesday,4
T09405,U5195,Cashfree,UPI,North,Desktop,4580.3,Failed,0,0,294.13,0,2025-03-12 06:01:16,6,Wednesday,3
T13413,U7441,Cashfree,Debit Card,South,iOS,4481.63,Success,1,0,375.4,0,2025-03-26 13:27:12,13,Wednesday,3
T06720,U4970,Cashfree,Netbanking,North,Desktop,9105.17,Success,1,0,64.05,0,2025-03-31 12:10:31,12,Monday,3
T15601,U3312,PayU,Netbanking,South,Desktop,7754.28,Success,1,0,286.94,0,2025-02-17 13:32:17,13,Monday,2
T44743,U6935,Cashfree,Netbanking,East,Desktop,699.21,Success,1,0,218.11,0,2025-05-19 12:58:08,12,Monday,5
T31138,U8221,Razorpay,Wallet,East,iOS,5963.28,Failed,0,0,349.29,2,2025-04-28 03:30:20,3,Monday,4
T02729,U2211,Stripe,Credit Card,West,Desktop,9925.05,Success,1,0,533.48,0,2025-05-07 21:49:23,21,Wednesday,5
T38242,U7817,Razorpay,Wallet,South,Desktop,1013.13,Success,1,0,325.57,0,2025-02-23 10:58:27,10,Sunday,2
T29625,U6051,PayU,Wallet,North,iOS,5290.9,Success,1,0,290.11,0,2025-04-21 04:38:43,4,Monday,4
T47894,U5623,Cashfree,Debit Card,East,Desktop,3103.33,Success,1,0,445.75,0,2025-03-23 03:53:56,3,Sunday,3
T42090,U9023,Stripe,Debit Card,West,iOS,8166.48,Success,1,0,414.1,0,2025-05-24 10:56:25,10,Saturday,5
T36399,U9598,Cashfree,Wallet,North,Desktop,4948.09,Success,1,0,300.67,0,2025-03-07 12:04:52,12,Friday,3
T06244,U5867,Cashfree,Netbanking,South,iOS,4516.7,Failed,0,0,309.38,2,2025-04-14 03:47:18,3,Monday,4
T05545,U3385,Cashfree,UPI,West,iOS,8362.48,Success,1,0,423.99,0,2025-07-18 08:23:43,8,Friday,7
T04064,U6238,Razorpay,Credit Card,South,iOS,464.92,Success,1,0,425.27,0,2025-05-08 16:09:35,16,Thursday,5
T12851,U4714,Stripe,Debit Card,West,Desktop,8481.6,Success,1,0,297.59,0,2025-03-03 12:30:58,12,Monday,3
T21802,U1180,Stripe,Debit Card,East,Android,2700.56,Success,1,0,587.34,0,2025-06-23 04:14:48,4,Monday,6
T41163,U8276,Cashfree,UPI,East,Android,2207.64,Success,1,0,429.89,0,2025-04-10 16:22:54,16,Thursday,4
T06232,U3974,Cashfree,Netbanking,East,iOS,5454.14,Success,1,0,370.35,0,2025-05-05 01:28:58,1,Monday,5
T03862,U2321,Stripe,Netbanking,East,Desktop,1916.55,Success,1,0,388.14,0,2025-07-20 02:05:47,2,Sunday,7
T35094,U1327,Stripe,Netbanking,South,iOS,2911.0,Success,1,0,413.0,0,2025-05-28 04:07:03,4,Wednesday,5
T40195,U1926,Razorpay,Debit Card,South,iOS,7359.24,Success,1,0,578.65,0,2025-07-01 19:36:42,19,Tuesday,7
T39250,U3474,Stripe,Wallet,North,Desktop,5796.08,Success,1,0,492.82,0,2025-04-29 12:53:09,12,Tuesday,4
T06217,U4182,PayU,Netbanking,East,Android,474.9,Success,1,0,157.45,0,2025-04-23 22:24:28,22,Wednesday,4
T36775,U7620,Razorpay,UPI,North,iOS,5760.45,Failed,0,1,557.18,0,2025-06-14 16:30:37,16,Saturday,6
T42976,U3822,PayU,UPI,North,iOS,602.64,Success,1,0,268.29,0,2025-07-19 08:54:10,8,Saturday,7
T48467,U2049,Stripe,Netbanking,East,Desktop,7569.76,Success,1,0,404.68,0,2025-02-28 12:59:37,12,Friday,2
T14831,U9724,Razorpay,Wallet,South,Android,8531.79,Success,1,0,218.46,0,2025-06-03 07:09:45,7,Tuesday,6
T30092,U5022,Stripe,Debit Card,South,Android,5536.73,Success,1,0,494.69,0,2025-04-02 14:30:13,14,Wednesday,4
T08893,U9899,Stripe,Netbanking,West,Android,1202.14,Success,1,0,337.09,0,2025-03-26 23:07:45,23,Wednesday,3
T06020,U4061,PayU,Credit Card,West,iOS,4613.34,Success,1,0,298.91,0,2025-06-10 22:42:13,22,Tuesday,6
T46088,U3515,PayU,Wallet,East,Android,8589.67,Failed,0,1,251.98,0,2025-05-11 13:31:15,13,Sunday,5
T15242,U5102,Stripe,Credit Card,North,iOS,7100.45,Success,1,0,329.0,0,2025-07-18 01:15:57,1,Friday,7
T45307,U9347,Stripe,Credit Card,North,iOS,9973.18,Success,1,0,215.78,0,2025-05-16 03:14:09,3,Friday,5
T26550,U6427,Stripe,Credit Card,East,Desktop,1332.76,Success,1,0,407.01,0,2025-07-20 16:12:31,16,Sunday,7
T06034,U5932,Cashfree,Wallet,South,iOS,4726.89,Success,1,0,357.26,0,2025-07-07 09:02:32,9,Monday,7
T07905,U5507,PayU,Debit Card,West,Desktop,9936.27,Success,1,0,235.94,0,2025-05-26 00:04:22,0,Monday,5
T32225,U1588,Stripe,Netbanking,South,Android,6573.6,Success,1,0,565.16,0,2025-03-14 22:27:37,22,Friday,3
T06017,U7998,Razorpay,Debit Card,North,iOS,5005.07,Success,1,0,103.78,0,2025-01-29 10:52:51,10,Wednesday,1
T21879,U9214,Stripe,Netbanking,West,Desktop,234.26,Success,1,0,264.49,0,2025-01-30 03:51:50,3,Thursday,1
T02791,U2853,Cashfree,Credit Card,West,Android,8280.99,Failed,0,0,517.49,0,2025-06-14 16:32:51,16,Saturday,6
T42605,U9305,Razorpay,Debit Card,North,Desktop,229.88,Success,1,0,171.49,0,2025-07-02 08:17:18,8,Wednesday,7
T05823,U3619,Stripe,Debit Card,West,Android,8239.72,Success,1,0,345.77,0,2025-04-04 08:39:34,8,Friday,4
T15387,U1010,PayU,Netbanking,East,iOS,8686.33,Success,1,0,285.21,0,2025-06-10 07:38:02,7,Tuesday,6
T29561,U5634,Stripe,Netbanking,East,Desktop,1627.15,Success,1,0,372.23,0,2025-02-18 05:40:17,5,Tuesday,2
T39475,U8622,Razorpay,Wallet,East,Desktop,5010.06,Success,1,0,327.75,0,2025-04-10 09:38:44,9,Thursday,4
T00292,U4226,Stripe,UPI,South,iOS,7355.83,Success,1,0,470.12,0,2025-05-05 10:50:15,10,Monday,5
T16957,U2740,Razorpay,Credit Card,West,Desktop,8794.72,Success,1,0,417.17,0,2025-04-29 00:14:50,0,Tuesday,4
T30860,U5391,Stripe,Credit Card,East,iOS,1079.71,Failed,0,1,527.69,1,2025-04-09 15:33:18,15,Wednesday,4
T14073,U4533,PayU,Wallet,West,Desktop,9163.97,Success,1,0,357.58,0,2025-03-29 13:38:57,13,Saturday,3
T21856,U4656,Cashfree,Wallet,North,Android,1418.71,Failed,0,0,372.59,1,2025-02-25 13:54:41,13,Tuesday,2
T22079,U4316,Razorpay,Wallet,West,Android,4747.88,Success,1,0,543.05,0,2025-06-28 12:05:35,12,Saturday,6
T17023,U8054,Razorpay,Wallet,East,Desktop,7133.47,Failed,0,0,172.76,1,2025-03-21 22:07:23,22,Friday,3
T08739,U2972,Cashfree,Credit Card,North,Desktop,490.5,Success,1,0,371.68,0,2025-02-14 12:40:59,12,Friday,2
T15825,U5169,Stripe,UPI,South,Android,9464.57,Success,1,0,456.89,0,2025-02-19 15:43:40,15,Wednesday,2
T02741,U3020,Stripe,Debit Card,South,iOS,9934.45,Success,1,0,282.49,0,2025-04-08 13:31:06,13,Tuesday,4
T18048,U9921,Stripe,Debit Card,East,iOS,8319.1,Success,1,0,351.73,0,2025-06-14 15:49:49,15,Saturday,6
T49936,U3945,PayU,Credit Card,North,Android,9213.57,Success,1,0,287.77,0,2025-06-11 03:25:00,3,Wednesday,6
T17372,U5392,PayU,UPI,East,iOS,6145.87,Success,1,0,286.67,0,2025-02-22 03:40:55,3,Saturday,2
T22021,U4637,Stripe,UPI,South,iOS,6019.68,Success,1,0,426.41,0,2025-02-23 22:11:20,22,Sunday,2
T46364,U5253,Cashfree,Credit Card,West,iOS,9283.07,Failed,0,0,374.94,0,2025-03-17 10:25:38,10,Monday,3
T23537,U4146,Cashfree,UPI,East,iOS,3773.62,Success,1,0,404.94,0,2025-02-09 13:38:52,13,Sunday,2
T45499,U6707,PayU,Credit Card,East,iOS,9677.06,Success,1,0,295.63,0,2025-01-29 21:46:21,21,Wednesday,1
T40185,U1783,PayU,Credit Card,North,Android,9816.43,Success,1,0,250.22,0,2025-03-20 09:31:57,9,Thursday,3
T09613,U1430,Cashfree,Credit Card,East,iOS,5620.05,Success,1,0,442.92,0,2025-05-02 07:24:09,7,Friday,5
T43281,U7543,Razorpay,Wallet,South,Desktop,2301.16,Success,1,0,250.9,0,2025-04-05 05:49:05,5,Saturday,4
T37891,U1819,PayU,Netbanking,East,iOS,7329.01,Success,1,0,354.77,0,2025-05-13 13:26:02,13,Tuesday,5
T26178,U2846,PayU,Credit Card,South,Android,255.69,Success,1,0,276.16,0,2025-02-07 20:27:00,20,Friday,2
T45892,U8265,Cashfree,Netbanking,South,Android,2943.45,Success,1,0,371.48,0,2025-04-23 23:20:26,23,Wednesday,4
T20933,U6537,Stripe,UPI,West,iOS,3330.51,Success,1,0,344.88,0,2025-03-09 05:25:10,5,Sunday,3
T40971,U4375,PayU,Netbanking,South,Android,4400.91,Failed,0,1,306.31,1,2025-06-18 03:17:46,3,Wednesday,6
T22224,U4595,Stripe,Wallet,East,Android,9873.99,Success,1,0,333.88,0,2025-04-17 11:20:32,11,Thursday,4
T24381,U3911,PayU,Debit Card,South,Android,8412.9,Failed,0,0,404.09,0,2025-02-03 20:09:12,20,Monday,2
T34855,U4649,Razorpay,Credit Card,South,Android,7142.17,Success,1,0,491.97,0,2025-03-11 05:06:25,5,Tuesday,3
T48577,U6697,Razorpay,Netbanking,East,Desktop,9968.45,Success,1,0,276.06,0,2025-02-26 17:44:55,17,Wednesday,2
T38536,U3171,Stripe,Debit Card,South,Android,840.58,Failed,0,0,334.08,1,2025-07-18 10:45:48,10,Friday,7
T31755,U6096,Cashfree,Debit Card,West,Android,7407.56,Success,1,0,253.08,0,2025-07-11 20:12:18,20,Friday,7
T07753,U1517,Cashfree,Netbanking,North,Android,2783.69,Success,1,0,342.57,0,2025-05-20 09:32:45,9,Tuesday,5
T46638,U8036,PayU,Credit Card,East,Desktop,1356.47,Success,1,0,377.5,0,2025-05-05 04:55:35,4,Monday,5
T43834,U2390,Cashfree,Debit Card,West,Android,8511.68,Failed,0,0,201.7,0,2025-06-25 08:44:42,8,Wednesday,6
T26235,U3174,Razorpay,Credit Card,North,Android,1569.13,Success,1,0,346.09,0,2025-07-13 20:35:28,20,Sunday,7
T44229,U3723,Razorpay,Netbanking,West,Android,525.86,Failed,0,0,432.12,0,2025-03-11 04:06:04,4,Tuesday,3
T49596,U8318,Stripe,Debit Card,East,Desktop,9874.98,Success,1,0,400.29,0,2025-04-05 04:05:59,4,Saturday,4
T18552,U7701,Razorpay,Debit Card,East,iOS,1777.67,Success,1,0,271.66,0,2025-02-18 13:54:09,13,Tuesday,2
